0.43 0.3
8.12 0.36
8.09 7.84
8.47 7.86
8.51 8.16
16.5 8.46
16.32 15.94
16.29 16.22
16.29 16.4
16.29 16.56
16.29 24.03
16.29 24.13
16.29 24.23
